equipo_ganador,equipo_primera_sangre,asesinatos_dif,asistencias_dif,oro_dif,nivel_dif,minions_dif,torretas_dif,dragones_dif,heraldos_dif
0,1,-1,-4,-667,0.40000000000000036,-51,0,0,1
1,1,1,-1,-172,0.20000000000000018,23,0,0,0
1,0,-4,-6,-1972,-0.20000000000000018,-7,0,1,0
1,0,-1,-2,-396,-0.20000000000000018,25,0,1,0
1,0,2,5,413,0.0,26,0,0,0
0,0,1,4,439,0.0,-8,0,-1,-1
1,1,6,8,2329,0.6000000000000005,-43,0,0,-1
1,1,-8,-12,-2746,-0.20000000000000018,-8,0,-1,0
1,1,-3,-1,-964,-0.20000000000000018,4,0,-1,-1
0,0,4,10,2357,0.39999999999999947,32,0,1,0
1,0,2,3,1016,0.0,-12,0,-1,1
1,1,-9,-13,-3960,-0.20000000000000018,7,0,-1,-1
0,0,3,4,2547,0.8000000000000007,53,0,1,0
1,1,-2,-13,-1294,0.0,7,0,0,0
1,1,-9,-8,-3886,-0.7999999999999998,-20,0,-1,0
1,0,5,6,3100,0.20000000000000018,20,0,1,0
1,1,0,0,1874,0.40000000000000036,3,0,-1,1
0,1,0,4,246,-0.20000000000000018,-2,0,1,0
1,0,0,1,-347,0.20000000000000018,-1,0,1,0
0,1,0,-1,1936,0.7999999999999998,0,1,-1,1
1,1,0,0,-966,-0.20000000000000018,-17,0,0,0
1,1,-11,-13,-5423,-1.0,4,0,-1,0
0,1,2,2,1234,0.40000000000000036,27,0,-1,-1
1,1,-1,-2,-822,-0.20000000000000018,13,0,0,0
1,1,-7,-6,-3358,-0.7999999999999998,-3,0,-1,0
0,1,1,1,-443,-0.20000000000000018,-24,0,-1,1
1,0,0,-5,-466,0.39999999999999947,-31,0,0,0
0,1,-1,0,-1192,-0.40000000000000036,-34,0,-1,0
0,1,0,0,178,0.20000000000000018,40,0,1,-1
0,0,-4,-1,-2035,0.0,-23,0,1,0
1,1,-5,-5,-4579,-0.6000000000000005,-9,-2,-1,-1
1,1,-1,0,77,-0.20000000000000018,-18,0,-1,0
0,1,3,8,296,0.0,5,0,1,0
1,0,-4,-6,-2171,-0.5999999999999996,-54,0,-1,0
0,0,6,12,3370,0.5999999999999996,7,0,1,0
0,0,3,1,1723,0.20000000000000018,14,0,1,1
0,0,4,10,2759,0.20000000000000018,17,0,-1,0
1,0,-4,-4,-1703,-0.6000000000000005,4,0,0,0
0,0,6,9,2699,0.40000000000000036,7,0,1,0
0,0,3,4,2201,0.0,4,0,0,0
0,0,7,10,3136,0.40000000000000036,1,0,1,0
1,1,-8,-4,-4982,-0.6000000000000005,-64,0,-1,-1
0,1,-4,-4,-953,0.0,7,0,0,1
0,0,5,3,777,0.40000000000000036,-19,0,1,1
1,1,-10,-14,-5571,-0.40000000000000036,-45,0,-1,-1
1,0,-4,-4,-2098,-0.5999999999999996,-21,0,-1,-1
0,0,0,0,1916,0.20000000000000018,55,0,1,-1
0,0,0,-2,712,0.20000000000000018,30,0,-1,1
1,1,-2,-3,-1129,-0.6000000000000005,15,0,-1,0
1,1,-4,-2,-2735,-0.40000000000000036,-39,0,1,-1
0,1,7,13,3096,0.6000000000000005,14,0,1,0
0,1,-2,-6,-1058,-0.40000000000000036,-19,0,1,0
1,0,-2,-4,1075,0.0,25,1,-1,1
0,1,-2,-4,-531,-0.20000000000000018,-22,0,-1,0
1,0,1,2,409,-0.20000000000000018,-28,0,-1,0
1,0,-2,-3,517,0.0,16,1,0,-1
0,0,-2,-5,-17,-0.20000000000000018,35,0,-1,0
1,0,0,0,1399,0.5999999999999996,-2,0,0,0
1,0,-2,-4,-1278,-0.20000000000000018,-13,0,0,1
1,1,-6,-4,-3385,-0.40000000000000036,-15,0,-1,0
0,0,3,3,136,0.20000000000000018,-11,-1,1,-1
1,1,3,7,1339,0.40000000000000036,5,0,1,1
0,0,1,-1,2521,0.6000000000000005,8,0,0,1
0,0,8,12,4255,0.8000000000000007,4,0,0,0
0,1,0,2,-302,0.20000000000000018,-5,0,0,0
1,1,-5,-13,-2741,0.0,-17,-1,-1,0
0,0,5,4,3675,1.0,60,1,1,1
1,1,0,-3,46,-0.40000000000000036,-7,0,1,0
0,0,6,16,1071,0.20000000000000018,-17,0,1,-1
0,1,-3,-8,-427,0.6000000000000005,5,0,1,1
1,1,2,3,1184,0.20000000000000018,47,0,1,1
1,1,0,3,56,-0.20000000000000018,17,0,-1,0
0,1,4,5,2201,0.0,39,0,-1,0
1,0,-2,-5,-610,-0.40000000000000036,37,0,-1,0
0,0,4,3,3974,0.6000000000000005,37,1,1,1
1,1,0,-1,118,0.20000000000000018,20,0,1,0
1,1,-1,-3,955,0.20000000000000018,66,0,0,0
1,0,-3,-1,-686,-0.20000000000000018,22,0,-1,-1
0,1,-2,-7,-1086,-0.20000000000000018,4,0,1,-1
0,0,4,6,2411,0.0,16,0,-1,1
0,0,9,18,5337,0.8000000000000007,60,0,-1,0
0,0,4,6,2040,0.0,-20,0,0,-1
1,1,-6,-7,-2139,0.40000000000000036,50,0,-1,1
1,0,-4,-5,-1231,0.0,9,0,1,1
0,1,2,3,1947,0.40000000000000036,-1,0,-1,1
1,0,1,6,653,0.0,5,0,-1,0
0,0,-2,0,-1149,-0.20000000000000018,-4,0,0,0
1,1,-3,-4,-911,-0.20000000000000018,33,0,1,0
1,1,-5,-5,-4752,-0.5999999999999996,-64,-1,1,0
0,0,1,1,296,0.0,18,0,-1,1
0,1,2,8,1163,0.0,-31,0,-1,0
1,1,-3,-2,-1672,0.0,-47,0,-1,0
1,1,-4,-4,-2502,-0.40000000000000036,-20,0,0,0
0,1,-1,0,-1833,-0.20000000000000018,-45,0,-1,0
1,0,3,-5,531,-0.6000000000000005,-7,0,-1,0
0,0,7,7,3710,0.40000000000000036,30,0,1,0
0,1,2,4,675,0.0,-4,0,-1,-1
0,0,6,10,2783,0.20000000000000018,37,0,1,0
1,1,-3,-4,-1945,-0.40000000000000036,-16,0,-1,0
0,1,0,0,183,-0.20000000000000018,5,0,-1,-1
1,0,-1,-1,960,0.40000000000000036,46,0,1,0
1,0,0,3,1191,0.20000000000000018,26,0,1,1
0,0,12,13,8450,1.5999999999999996,29,2,1,-1
1,1,1,4,-305,0.20000000000000018,2,0,-1,0
0,0,12,13,6487,1.2000000000000002,24,1,1,1
1,1,-1,1,-1213,0.0,-17,0,-1,0
1,1,-4,-5,-3673,-0.6000000000000005,6,-1,-1,-1
1,1,-4,-5,-2109,-0.6000000000000005,4,0,-1,0
1,1,3,-1,1219,0.40000000000000036,34,0,-1,0
1,0,-5,-3,-1905,-0.7999999999999998,-18,0,-1,0
0,1,5,6,2170,0.39999999999999947,23,0,-1,0
0,1,2,3,620,0.20000000000000018,27,0,1,-1
1,1,-3,-6,-1972,-0.40000000000000036,-29,0,-1,-1
1,0,3,-3,1530,0.20000000000000018,13,0,1,1
0,0,2,2,1163,-0.20000000000000018,14,0,1,-1
1,1,-5,-4,-2619,0.0,-14,0,-1,0
0,0,1,-5,584,0.40000000000000036,5,0,0,0
0,0,6,9,2910,0.20000000000000018,20,0,-1,0
1,1,-3,-7,-1057,-0.6000000000000005,31,0,-1,0
0,0,-1,0,-50,0.20000000000000018,5,0,-1,0
1,0,-7,-2,-2084,-0.5999999999999996,34,0,-1,-1
0,1,1,-8,469,0.0,-2,0,0,0
0,1,0,1,-293,-0.40000000000000036,-18,0,-1,0
0,1,4,5,1031,0.40000000000000036,1,0,-1,0
1,0,-1,0,-726,-0.6000000000000005,15,0,-1,-1
0,1,-4,-8,-2511,-0.6000000000000005,-33,0,1,1
1,0,2,2,489,-0.20000000000000018,-31,0,0,-1
1,1,-4,-1,-999,0.0,2,0,-1,0
0,1,-1,0,-1366,-0.20000000000000018,-28,0,-1,0
1,0,5,12,2958,0.0,16,0,1,0
1,0,-5,-7,-3095,-0.40000000000000036,-36,0,1,0
1,1,2,4,709,0.7999999999999998,-2,0,-1,0
1,1,1,0,-540,0.0,14,0,0,0
0,0,9,6,5041,0.7999999999999998,37,0,1,0
0,1,2,14,1714,0.20000000000000018,36,0,0,-1
0,1,0,2,-844,0.0,2,0,-1,0
0,0,3,2,1737,0.40000000000000036,10,0,1,0
0,1,-2,0,109,0.20000000000000018,-7,0,-1,0
0,0,0,2,686,0.20000000000000018,31,0,1,-1
1,1,-2,2,-1537,0.0,-14,0,-1,-1
1,1,-2,-6,-1790,-0.40000000000000036,-2,0,-1,0
1,1,0,1,1044,0.0,0,0,0,0
1,1,-1,-5,-1302,0.20000000000000018,-2,0,-1,0
1,1,4,8,1627,0.6000000000000005,-2,0,-1,0
0,1,-2,-8,-2221,-0.6000000000000005,-33,0,0,0
0,1,0,-1,-1874,-0.6000000000000005,16,-2,0,-1
0,0,-4,-4,-545,0.0,1,0,-1,0
0,0,4,7,2423,0.0,11,0,1,-1
1,1,-6,-17,-2001,-0.5999999999999996,5,0,1,0
1,0,-10,-5,-7206,-1.4000000000000004,-111,0,-1,0
0,0,1,6,494,-0.40000000000000036,-18,0,0,0
1,1,1,-1,496,0.0,-20,0,-1,1
1,0,-1,0,568,-0.40000000000000036,35,0,-1,-1
0,0,7,12,3424,0.5999999999999996,4,0,-1,0
1,1,0,4,549,0.40000000000000036,2,0,1,0
1,1,3,7,1506,-0.20000000000000018,27,0,1,-1
0,0,5,0,2833,0.8000000000000007,16,0,0,0
1,1,2,5,773,0.6000000000000005,3,0,-1,0
1,1,-4,1,-2146,-0.7999999999999998,-28,0,1,0
1,0,6,2,2399,0.40000000000000036,1,0,1,0
1,0,3,4,453,0.20000000000000018,-16,0,1,1
0,0,4,2,2533,0.20000000000000018,14,0,0,1
0,0,11,10,5077,0.8000000000000007,7,0,0,0
1,1,-5,-4,-4699,-1.2000000000000002,-54,0,-1,0
1,1,-3,-2,-2161,-0.8000000000000007,-7,0,-1,-1
0,1,0,-5,-795,0.0,-41,0,0,0
0,0,0,-4,875,-0.20000000000000018,17,0,0,0
1,1,-3,-3,-1556,0.0,-11,0,1,0
1,1,-8,-11,-4019,-0.40000000000000036,-33,0,-1,1
0,0,-1,-3,-609,0.0,-8,0,-1,0
1,1,-4,0,-2152,-0.20000000000000018,-46,0,-1,-1
1,1,0,1,-1509,0.0,-59,0,1,0
0,0,0,-6,-308,0.40000000000000036,15,0,-1,0
1,1,-7,-9,-4473,-0.40000000000000036,-55,0,-1,0
0,0,3,4,2991,0.40000000000000036,19,0,0,0
1,1,-3,-2,-2416,-0.6000000000000005,-32,0,0,0
1,0,-2,-2,-132,0.0,-8,0,-1,0
0,1,0,-3,91,0.0,-2,0,0,0
0,0,0,-5,-842,0.0,-40,0,0,-1
1,1,-7,-11,-2302,0.0,34,0,0,0
0,0,4,7,2463,0.20000000000000018,26,0,1,0
1,1,-5,2,-4264,-0.8000000000000007,-66,0,-1,-1
1,1,-9,-21,-3480,-0.7999999999999998,40,0,-1,0
0,1,-3,-7,-1207,0.20000000000000018,5,0,1,0
1,1,-7,2,-4664,-0.6000000000000005,-36,0,-1,-1
0,0,8,10,4888,0.6000000000000005,30,0,1,1
0,0,2,2,1433,0.20000000000000018,21,0,-1,0
1,1,4,8,1713,0.40000000000000036,14,0,1,1
1,1,-1,-3,-328,0.0,-26,0,1,1
0,1,4,5,2726,0.20000000000000018,33,0,1,0
1,1,-2,1,-648,-0.20000000000000018,11,0,-1,0
0,1,1,-2,-286,0.0,-70,0,1,1
0,0,11,9,5300,1.2000000000000002,34,0,0,-1
1,0,-8,-8,-4835,-0.6000000000000005,-1,-1,-1,0
1,0,-1,-2,-592,-0.5999999999999996,-33,0,0,0
0,0,12,18,7776,1.6000000000000005,103,2,0,0
0,1,2,7,1909,0.20000000000000018,17,0,1,0
0,0,-3,-3,1942,0.0,72,1,0,1
1,1,1,-1,16,-0.20000000000000018,4,0,-1,-1
0,1,-3,-3,-860,0.20000000000000018,28,0,-1,0
1,1,-1,-2,-2308,-0.6000000000000005,-52,0,-1,0
0,1,1,4,-460,-0.39999999999999947,-52,0,0,1
0,1,3,3,799,0.20000000000000018,6,0,0,-1
0,0,2,2,886,0.0,6,0,1,0
1,1,-8,-6,-3300,-0.7999999999999998,-26,0,0,0
1,1,-6,-9,-9341,-1.6000000000000005,-87,-2,0,-1
0,0,7,13,3851,0.7999999999999998,0,0,1,0
1,1,3,2,-147,0.0,-59,0,1,0
0,0,2,7,1698,0.20000000000000018,-19,0,0,1
1,1,0,-1,-966,-0.40000000000000036,-1,0,-1,0
1,1,6,13,3454,0.20000000000000018,6,0,1,0
1,1,-1,-2,-2673,-0.5999999999999996,-72,0,-1,1
1,1,-1,-3,-482,0.0,-36,0,-1,0
0,0,-2,0,-298,-0.20000000000000018,6,0,-1,0
0,0,2,1,-224,-0.20000000000000018,-49,0,1,0
1,0,-6,-14,-1683,0.0,10,0,-1,0
0,1,5,2,2514,0.40000000000000036,70,0,0,0
1,1,0,-4,81,0.0,3,0,1,-1
0,1,1,2,420,0.0,-18,0,1,0
0,1,0,4,-1167,-0.20000000000000018,-42,0,0,1
0,1,0,2,-99,0.20000000000000018,-19,0,-1,1
0,0,0,3,387,0.40000000000000036,6,0,0,0
1,1,-3,-2,-1700,0.0,-3,0,0,0
0,1,-3,-3,-820,-0.20000000000000018,-14,0,-1,1
0,1,-8,-14,-3945,-0.7999999999999998,23,-1,-1,1
1,1,-4,-4,-3238,-0.5999999999999996,-79,0,-1,1
1,0,-4,-5,-2511,-0.20000000000000018,-39,0,1,0
1,0,2,4,1433,0.0,40,0,1,0
1,0,-4,-10,-1037,-0.40000000000000036,12,0,0,0
0,1,1,2,1344,0.40000000000000036,34,0,1,0
1,1,0,-1,-245,0.0,11,0,1,1
0,0,9,4,5920,0.6000000000000005,61,1,1,0
0,0,-2,-1,539,0.0,13,0,1,0
1,0,1,1,708,0.20000000000000018,7,0,0,0
1,1,5,6,2876,0.5999999999999996,42,0,0,0
0,0,-2,2,-184,0.0,41,0,0,0
1,1,-2,2,-101,-0.20000000000000018,41,0,1,0
1,1,-10,-5,-5563,-1.0,-26,0,-1,-1
0,0,-1,5,-447,-0.5999999999999996,4,0,1,0
0,0,3,6,1487,0.39999999999999947,-53,0,1,0
0,1,2,3,1126,0.20000000000000018,2,0,1,-1
0,1,3,1,1795,0.40000000000000036,21,0,0,0
0,0,8,12,4216,0.39999999999999947,12,0,1,0
1,0,-1,2,-1517,-0.20000000000000018,-11,0,1,-1
1,1,7,6,1236,0.40000000000000036,-50,0,-1,-1
0,0,2,5,2489,0.40000000000000036,55,0,1,1
1,0,0,-3,1259,0.40000000000000036,49,0,-1,1
0,0,5,7,3281,0.40000000000000036,18,0,-1,1
1,1,0,3,-1136,0.0,10,0,-1,0
1,1,-4,-2,-5838,-0.6000000000000005,-70,0,-1,0
0,0,3,2,1973,0.20000000000000018,65,0,-1,0
1,0,1,0,592,0.0,0,0,1,0
1,0,-6,-9,-2492,-0.6000000000000005,3,0,1,0
1,0,-4,-9,-1490,-0.40000000000000036,-5,0,1,0
0,0,2,7,2957,0.5999999999999996,33,0,1,0
1,1,-7,-6,-4927,-1.2000000000000002,-28,0,1,0
1,1,-9,-9,-4879,-0.8000000000000007,-85,0,-1,0
0,0,0,-3,-424,0.0,4,0,1,1
1,0,2,-1,-1018,-0.6000000000000005,-7,0,-1,0
0,0,3,-1,907,0.0,-21,0,-1,1
1,1,-4,-3,-3445,-0.5999999999999996,-49,0,0,0
0,1,2,2,152,0.0,-30,0,0,0
1,1,-6,-14,-4456,-0.39999999999999947,-24,0,0,0
0,0,0,-5,69,0.0,7,0,0,0
1,0,3,0,868,0.20000000000000018,-4,0,-1,0
1,1,-2,-3,209,0.20000000000000018,-9,0,0,1
1,0,-1,1,-1611,-0.40000000000000036,-38,0,1,0
0,0,2,7,385,0.0,-20,0,1,0
1,1,-3,-13,-3750,-1.4000000000000004,-34,0,-1,0
0,0,-1,0,25,0.20000000000000018,0,0,0,0
1,1,-1,-1,-388,-0.20000000000000018,-33,0,1,0
0,0,4,2,1930,0.39999999999999947,-7,1,0,0
1,0,0,5,517,-0.20000000000000018,-13,0,0,0
0,0,-1,2,-214,0.0,11,0,1,1
0,1,3,1,2229,0.5999999999999996,53,0,1,0
1,0,6,5,1953,-0.20000000000000018,-22,0,1,1
1,1,-2,-1,-781,-0.40000000000000036,-10,0,-1,-1
0,1,0,-1,380,0.20000000000000018,-13,0,-1,-1
1,1,-1,-3,-758,-0.20000000000000018,7,0,0,0
0,1,4,4,3072,0.40000000000000036,25,0,-1,0
0,1,3,4,2549,0.40000000000000036,12,0,-1,1
0,0,3,0,2427,0.39999999999999947,36,0,1,1
1,1,-1,4,-844,-0.40000000000000036,-45,0,-1,1
1,0,-3,-4,-1394,-0.7999999999999998,1,0,1,0
0,0,7,-2,7128,1.3999999999999995,83,3,1,1
1,0,0,-3,-826,0.20000000000000018,4,0,1,1
1,1,3,3,1233,0.20000000000000018,43,0,1,0
0,0,3,2,476,-0.20000000000000018,-32,0,0,1
1,1,-6,-15,-2587,-0.20000000000000018,-36,0,1,0
1,0,6,7,3763,0.20000000000000018,13,1,0,0
1,1,-5,-5,-2968,-0.40000000000000036,6,0,1,0
0,0,-1,4,-384,-0.5999999999999996,-35,0,0,0
1,1,-1,1,-1673,-0.20000000000000018,-35,0,0,0
1,0,1,-7,-466,0.40000000000000036,-32,0,0,0
1,1,-12,-9,-8461,-1.7999999999999998,-87,-1,0,0
1,0,-2,3,-3682,-1.0,-36,-1,-1,-1
1,0,4,14,3544,0.5999999999999996,38,0,0,0
0,0,4,1,2008,0.7999999999999998,15,0,0,0
0,0,2,3,3100,0.20000000000000018,57,0,0,0
1,1,-9,-6,-3576,-0.7999999999999998,2,0,0,-1
0,1,1,6,775,0.8000000000000007,15,0,0,-1
0,0,4,10,1515,0.1999999999999993,-21,0,1,0
1,0,-2,7,-82,0.0,-21,0,-1,0
1,0,-1,-4,-903,-0.40000000000000036,-17,0,-1,0
1,1,-9,-6,-5802,-0.5999999999999996,-39,0,-1,0
0,1,-1,-5,1492,0.20000000000000018,11,1,-1,0
0,0,-1,7,246,0.20000000000000018,1,0,-1,0
0,0,7,9,4826,1.2000000000000002,30,0,-1,0
0,0,1,-3,1085,0.39999999999999947,19,1,-1,0
0,0,6,10,2158,0.0,-14,0,1,0
0,0,5,3,3181,0.40000000000000036,75,0,-1,-1
0,0,4,3,1629,0.0,-35,0,1,0
1,1,1,-1,782,0.7999999999999998,21,0,-1,0
1,0,0,-2,-1328,-0.40000000000000036,-29,0,1,-1
0,1,4,2,794,0.0,15,0,0,0
1,1,-2,-1,-2809,-0.40000000000000036,-57,0,-1,0
1,1,-4,-3,-833,-0.40000000000000036,-10,1,0,-1
1,1,-6,-8,-3337,-0.40000000000000036,2,0,0,0
0,1,3,9,1532,0.0,0,0,1,0
1,0,-2,-5,-1066,0.20000000000000018,-36,0,-1,0
0,1,-3,-5,-477,-0.20000000000000018,26,0,0,0
0,1,4,4,1696,0.7999999999999998,14,0,-1,0
0,0,5,9,2889,0.20000000000000018,-17,0,1,1
0,0,4,-1,2156,0.7999999999999998,9,0,0,1
1,1,-4,-7,-1281,0.0,17,0,0,0
1,1,0,-5,85,0.20000000000000018,3,0,0,1
1,0,3,0,1761,0.6000000000000005,0,0,-1,0
1,1,-4,-6,-1293,0.0,5,0,1,0
0,1,-5,-11,-3644,0.0,-64,0,-1,0
1,1,-2,-1,-1095,-0.20000000000000018,3,0,-1,0
0,0,3,2,2359,0.20000000000000018,2,0,1,1
0,0,0,-2,699,0.20000000000000018,69,0,-1,0
1,1,3,0,453,0.5999999999999996,-35,0,-1,0
0,0,6,9,1769,0.20000000000000018,-19,-1,-1,-1
1,0,-1,0,-3240,-0.40000000000000036,-55,-1,1,-1
0,0,3,-1,1936,0.0,27,0,1,0
0,0,-1,-3,-393,-0.6000000000000005,25,0,1,0
1,1,3,7,620,0.1999999999999993,-7,0,0,1
1,0,-3,-8,-691,0.0,11,0,-1,1
0,0,3,3,1357,0.40000000000000036,-15,0,1,0
1,0,0,0,-12,-0.20000000000000018,-11,0,1,0
1,0,-3,-3,-2690,-0.7999999999999998,-31,0,-1,-1
1,1,-3,-1,-2240,-0.20000000000000018,-24,0,-1,1
0,0,-5,-12,-2765,-0.7999999999999998,-12,0,-1,-1
1,0,4,7,-82,-0.20000000000000018,-45,0,1,0
0,1,4,3,2230,0.6000000000000005,26,0,0,-1
1,1,-2,-1,-1661,-0.20000000000000018,-6,0,0,0
1,0,3,2,1720,-0.20000000000000018,29,0,0,0
1,1,-1,-1,211,0.0,26,0,0,0
1,0,-1,-3,-27,-0.5999999999999996,6,0,-1,0
1,1,-9,-10,-5142,-0.7999999999999998,-25,0,-1,0
0,0,3,3,1818,0.20000000000000018,14,0,1,1
1,1,-7,-7,-5571,-1.0,-64,-1,-1,-1
1,1,-6,1,-1734,-1.0,2,0,-1,-1
1,0,0,0,704,-0.40000000000000036,26,0,-1,0
1,1,-2,-4,-2657,-0.7999999999999998,-50,0,1,1
0,0,1,2,-377,0.40000000000000036,-18,0,1,-1
0,0,6,5,3037,0.8000000000000007,32,0,-1,1
1,1,2,0,459,0.6000000000000005,-10,0,-1,1
0,0,-5,2,-2986,-0.8000000000000007,-49,0,1,0
0,0,1,1,1699,0.0,35,0,1,0
0,0,16,17,7873,0.8000000000000007,57,0,1,0
0,1,3,-1,3534,0.6000000000000005,50,1,-1,1
0,0,-1,-4,400,0.0,12,0,-1,1
0,1,2,11,2247,0.20000000000000018,18,0,-1,0
0,0,1,3,383,-0.8000000000000007,-2,0,0,1
1,1,-2,-1,-774,0.40000000000000036,-27,0,0,0
1,0,3,0,617,0.0,26,0,1,0
1,0,2,2,1614,0.40000000000000036,21,0,1,0
0,0,-7,-11,-2206,-1.0,6,0,-1,0
0,0,0,2,-262,-0.20000000000000018,-16,0,1,0
0,1,3,8,1012,-0.6000000000000005,3,0,0,0
1,0,1,11,313,-0.20000000000000018,-5,0,1,-1
1,1,0,-1,-1148,0.20000000000000018,-33,0,-1,0
0,0,5,5,3172,1.0,27,0,1,0
0,1,-2,-2,-819,-0.20000000000000018,10,0,0,0
1,1,-1,-3,-205,-0.20000000000000018,14,0,-1,1
0,1,-4,-1,-1228,-0.6000000000000005,-2,0,-1,0
0,0,10,11,5521,0.8000000000000007,-20,1,0,1
1,0,1,-2,-1016,-0.40000000000000036,-26,0,-1,0
0,0,-3,-5,-1246,0.40000000000000036,17,0,1,0
1,1,1,3,456,0.20000000000000018,20,0,-1,-1
1,1,-10,-18,-5087,-0.6000000000000005,-26,0,0,0
0,0,10,9,4006,1.0,55,0,0,0
0,1,1,6,-876,0.0,-43,0,1,0
0,0,0,5,-1216,-0.6000000000000005,-35,0,0,0
1,0,-2,-4,1432,-0.6000000000000005,26,1,-1,1
0,1,-7,-1,-3593,-0.5999999999999996,-20,0,1,0
1,1,2,6,2,-0.20000000000000018,-34,0,-1,0
0,1,5,8,2034,0.20000000000000018,2,0,1,0
1,1,-5,-5,-966,0.0,28,0,0,0
0,0,0,5,1167,-0.20000000000000018,11,0,-1,0
0,0,-4,-5,-2128,-0.20000000000000018,10,0,-1,0
1,0,-5,-9,-1971,-0.40000000000000036,0,0,-1,-1
0,1,0,4,-708,-0.40000000000000036,-9,0,0,0
1,0,0,0,-1296,0.0,-16,0,1,0
1,1,-12,-17,-5924,-0.6000000000000005,-29,0,-1,-1
0,0,4,2,1443,0.40000000000000036,-4,0,0,0
1,0,1,4,-2,-0.20000000000000018,-1,0,1,0
0,0,4,8,1070,0.40000000000000036,28,-1,0,-1
0,0,-1,-1,-1238,-0.40000000000000036,-38,0,1,0
0,1,3,3,1300,0.40000000000000036,1,0,0,0
0,0,1,1,-282,-0.20000000000000018,-15,0,1,-1
0,1,1,1,-456,0.0,10,0,-1,1
1,0,5,4,1167,0.20000000000000018,-39,0,0,0
1,0,-1,0,457,-0.20000000000000018,5,0,-1,1
1,1,2,2,276,0.0,34,0,-1,0
0,0,8,11,4429,0.6000000000000005,16,0,1,1
1,1,-2,-4,-907,0.40000000000000036,-21,0,-1,0
1,0,0,-2,914,0.20000000000000018,27,0,1,0
1,0,3,10,-232,-0.40000000000000036,-24,0,0,0
0,1,0,-2,344,0.20000000000000018,-25,0,0,0
1,0,-5,-5,-2904,-0.6000000000000005,-26,0,0,-1
0,1,0,-1,355,0.0,2,0,-1,0
0,1,1,1,1911,0.40000000000000036,-3,0,-1,0
0,0,-1,6,-1572,-0.20000000000000018,-29,0,1,-1
1,0,5,7,1996,-0.20000000000000018,-49,0,1,0
0,0,6,6,3802,0.40000000000000036,13,1,1,1
0,0,-2,-1,-956,-0.39999999999999947,-25,0,-1,0
0,0,2,2,240,0.0,-13,0,0,0
1,0,2,2,828,-0.20000000000000018,37,0,-1,0
1,1,-11,-18,-5102,-1.0,-26,0,-1,-1
0,0,-4,-7,-778,0.0,16,0,-1,0
0,0,5,6,2431,0.6000000000000005,23,0,0,0
0,0,0,2,530,0.20000000000000018,6,0,0,0
1,1,0,0,766,-0.20000000000000018,31,0,0,0
1,0,-4,-6,-4172,-0.6000000000000005,-16,-1,0,0
1,1,1,4,-1578,-1.0,12,-1,-1,-1
0,1,-2,-3,-964,0.0,-4,0,-1,0
0,1,5,4,1764,0.5999999999999996,-18,0,-1,-1
1,1,-3,-5,-3212,0.0,-57,0,-1,0
1,0,-2,-2,-2259,-0.40000000000000036,-33,0,-1,0
0,0,2,1,1718,0.6000000000000005,14,0,-1,1
0,1,-3,-3,-1159,0.0,-1,0,-1,0
1,1,-5,-8,-3232,-1.0,-5,0,-1,-1
0,0,6,7,3248,0.6000000000000005,42,0,-1,1
0,0,-2,-5,-1248,-0.40000000000000036,-7,0,0,0
1,1,-1,-2,-136,-0.40000000000000036,8,0,-1,1
0,0,-4,-6,-468,-0.39999999999999947,-6,1,-1,1
1,1,-5,-2,-3909,-0.6000000000000005,-22,-2,-1,-1
1,0,1,0,961,-0.5999999999999996,1,0,1,0
0,1,-5,-9,-2936,0.0,-4,0,1,0
0,0,2,2,1766,0.6000000000000005,23,0,1,-1
0,1,-5,-9,-2929,-0.40000000000000036,-17,0,-1,0
1,0,-2,-3,-1944,-0.20000000000000018,-5,0,0,-1
1,1,6,9,3164,0.0,-26,1,-1,0
1,1,-3,-4,-1947,-0.40000000000000036,-25,0,-1,0
1,1,-1,-1,396,-0.6000000000000005,-16,1,-1,1
0,0,3,3,1697,0.40000000000000036,-29,0,1,-1
0,0,8,9,4845,0.5999999999999996,24,0,1,0
0,1,5,1,3370,1.0,32,0,1,0
1,1,-7,-7,-5191,-0.7999999999999998,-54,0,0,0
1,1,-1,3,-3024,-0.40000000000000036,-38,-1,0,0
1,1,-1,0,-2114,-0.40000000000000036,-70,0,-1,1
1,0,-6,-6,-3555,-0.7999999999999998,-30,0,-1,0
0,0,1,7,2309,0.0,40,0,-1,0
1,1,-6,-11,-2554,-0.20000000000000018,9,0,0,1
1,0,-1,-5,-654,-0.20000000000000018,-7,0,1,0
0,0,7,9,4824,1.0,42,0,0,1
0,0,7,4,6883,1.2000000000000002,68,2,1,-1
1,1,1,3,-968,-0.39999999999999947,-17,0,1,-1
1,1,-8,-16,-4526,-0.40000000000000036,3,0,1,0
1,1,-5,-4,-2850,-0.6000000000000005,5,0,-1,0
1,1,-3,-4,-2760,-0.20000000000000018,-32,0,-1,-1
0,1,-5,-7,-2145,-0.40000000000000036,4,0,-1,0
0,0,0,1,1202,-0.20000000000000018,18,0,0,-1
0,0,7,1,3469,0.8000000000000007,44,0,-1,0
1,1,-1,-6,-1083,0.0,-4,0,-1,0
0,0,0,2,914,0.20000000000000018,-8,0,1,0
0,1,2,0,1436,0.20000000000000018,1,0,-1,0
0,1,4,9,2256,0.40000000000000036,10,0,1,0
1,0,2,4,1206,0.0,-33,0,-1,1
